,imdb_id,title,Genre,popularity,vote_average,vote_count,budget,revenue,financial_success,Rated,Actors,imdbRating,imdbVotes,imdb_rating,rotten_tomatoes_rating,metacritic_rating,outcome
206,tt1877832,X-Men: Days of Future Past,"Action, Adventure, Sci-Fi",124.164,7.532,15119,250000000,747862775,1,PG-13,"Patrick Stewart, Ian McKellen, Hugh Jackman",7.9,"753,893",7.9,90.0,75.0,1
209,tt6920084,Resident Evil: Welcome to Raccoon City,"Action, Horror, Sci-Fi",123.062,5.972,2399,25000000,41914915,1,R,"Kaya Scodelario, Robbie Amell, Hannah John-Kamen",5.2,"65,473",5.2,30.0,44.0,0
210,tt3315342,Logan,"Action, Drama, Sci-Fi",122.257,7.8,19045,97000000,619021436,1,R,"Hugh Jackman, Patrick Stewart, Dafne Keen",8.1,"854,369",8.1,94.0,77.0,1
212,tt1099212,Twilight,"Drama, Fantasy, Romance",121.926,6.291,13320,37000000,393616788,1,PG-13,"Kristen Stewart, Robert Pattinson, Billy Burke",5.3,"491,710",5.3,49.0,56.0,0
213,tt0398286,Tangled,"Animation, Adventure, Comedy",121.627,7.608,11283,260000000,592461732,1,PG,"Mandy Moore, Zachary Levi, Donna Murphy",7.7,"502,791",7.7,89.0,71.0,1
214,tt8097030,Turning Red,"Animation, Adventure, Comedy",120.789,7.374,5127,175000000,21328962,0,PG,"Rosalie Chiang, Sandra Oh, Ava Morse",7.0,"157,654",7.0,95.0,83.0,0
216,tt1270797,Venom,"Action, Adventure, Sci-Fi",119.899,6.8,15618,116000000,856085151,1,PG-13,"Tom Hardy, Michelle Williams, Riz Ahmed",6.6,"547,222",6.6,30.0,35.0,0
217,tt0114709,Toy Story,"Animation, Adventure, Comedy",119.737,8.0,18181,30000000,394436586,1,G,"Tom Hanks, Tim Allen, Don Rickles",8.3,"1,084,764",8.3,100.0,96.0,1
218,tt2674426,Me Before You,"Drama, Romance",119.711,7.93,12227,20000000,207945075,1,PG-13,"Emilia Clarke, Sam Claflin, Janet McTeer",7.4,"293,709",7.4,54.0,51.0,0
219,tt0800369,Thor,"Action, Fantasy",119.273,6.769,20914,150000000,449326618,1,PG-13,"Chris Hemsworth, Anthony Hopkins, Natalie Portman",7.0,"910,330",7.0,77.0,57.0,0
220,tt0109830,Forrest Gump,"Drama, Romance",118.604,8.474,27133,55000000,677387716,1,PG-13,"Tom Hanks, Robin Wright, Gary Sinise",8.8,"2,291,939",8.8,76.0,82.0,1
221,tt0268380,Ice Age,"Animation, Adventure, Comedy",118.346,7.359,13081,59000000,383257136,1,PG,"Denis Leary, John Leguizamo, Ray Romano",7.5,"526,147",7.5,77.0,61.0,1
223,tt5113044,Minions: The Rise of Gru,"Animation, Adventure, Comedy",117.975,7.328,3527,85000000,940203765,1,PG,"Steve Carell, Pierre Coffin, Alan Arkin",6.5,"90,474",6.5,70.0,56.0,0
224,tt0371746,Iron Man,"Action, Adventure, Sci-Fi",117.569,7.646,26099,140000000,585174222,1,PG-13,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard",7.9,"1,137,959",7.9,94.0,79.0,1
225,tt2109248,Transformers: Age of Extinction,"Action, Adventure, Sci-Fi",117.482,5.94,8016,210000000,1104054072,1,PG-13,"Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor",5.6,"334,229",5.6,18.0,32.0,0
228,tt3498820,Captain America: Civil War,"Action, Sci-Fi",116.632,7.444,22460,250000000,1155046416,1,PG-13,"Chris Evans, Robert Downey Jr., Scarlett Johansson",7.8,"861,909",7.8,90.0,75.0,1
229,tt0993846,The Wolf of Wall Street,"Biography, Comedy, Crime",116.537,8.035,23639,100000000,392000000,1,R,"Leonardo DiCaprio, Jonah Hill, Margot Robbie",8.2,"1,611,496",8.2,80.0,75.0,1
232,tt1462764,Indiana Jones and the Dial of Destiny,"Action, Adventure, Sci-Fi",116.158,6.588,3250,294700000,383900000,1,PG-13,"Harrison Ford, Phoebe Waller-Bridge, Antonio Banderas",6.5,"205,813",6.5,70.0,58.0,0
235,tt2294629,Frozen,"Animation, Adventure, Comedy",115.473,7.246,16323,150000000,1274219009,1,PG,"Kristen Bell, Idina Menzel, Jonathan Groff",7.4,"670,359",7.4,90.0,75.0,1
236,tt3501632,Thor: Ragnarok,"Action, Adventure, Comedy",115.469,7.591,20541,180000000,855301806,1,PG-13,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",7.9,"828,178",7.9,93.0,74.0,1
237,tt1661199,Cinderella,"Adventure, Drama, Family",115.083,6.816,6994,95000000,543514353,1,PG,"Lily James, Cate Blanchett, Richard Madden",6.9,"192,578",6.9,84.0,67.0,0
238,tt0433035,Real Steel,"Action, Drama, Sci-Fi",114.709,7.022,8166,110000000,299300000,1,PG-13,"Hugh Jackman, Evangeline Lilly, Dakota Goyo",7.1,"361,821",7.1,60.0,56.0,0
241,tt0093058,Full Metal Jacket,"Drama, War",113.811,8.1,10321,30000000,46357676,1,R,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio",8.3,"798,168",8.3,90.0,78.0,1
245,tt14174506,Meteor,"Action, Drama, Sci-Fi",112.691,5.5,94,0,0,0,PG,"Sean Connery, Natalie Wood, Karl Malden",5.1,"8,367",5.1,5.0,27.0,0
246,tt9376612,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",112.525,7.549,9228,150000000,432243292,1,PG-13,"Simu Liu, Awkwafina, Tony Leung Chiu-wai",7.4,"442,984",7.4,91.0,71.0,1
247,tt0816711,World War Z,"Action, Adventure, Horror",112.179,6.817,15165,200000000,531865000,1,PG-13,"Brad Pitt, Mireille Enos, Daniella Kertesz",7.0,"731,522",7.0,67.0,63.0,0
249,tt7069210,The Conjuring: The Devil Made Me Do It,"Horror, Mystery, Thriller",111.267,7.44,5821,39000000,206431050,1,R,"Patrick Wilson, Vera Farmiga, Ruairi O'Connor",6.3,"142,912",6.3,55.0,53.0,0
250,tt0103064,Terminator 2: Judgment Day,"Action, Adventure, Sci-Fi",111.239,8.119,12671,102000000,520000000,1,R,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong",8.6,"1,189,825",8.6,91.0,75.0,1
251,tt0108052,Schindler's List,"Biography, Drama, History",110.701,8.565,15663,22000000,321365567,1,R,"Liam Neeson, Ralph Fiennes, Ben Kingsley",9.0,"1,468,269",9.0,98.0,95.0,1
252,tt1014759,Alice in Wonderland,"Adventure, Family, Fantasy",110.543,6.6,13793,200000000,1025467110,1,PG,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter",6.4,"445,011",6.4,50.0,53.0,0
253,tt0974015,Justice League,"Action, Adventure, Fantasy",110.446,6.083,12793,300000000,661326987,1,PG-13,"Ben Affleck, Gal Gadot, Jason Momoa",6.1,"482,408",6.1,40.0,45.0,0
254,tt6806448,Fast & Furious Presents: Hobbs & Shaw,"Action, Crime, Thriller",110.105,6.864,7085,200000000,760098996,1,PG-13,"Vin Diesel, Paul Walker, Michelle Rodriguez",6.8,"424,916",6.8,54.0,58.0,0
255,tt0110912,Pulp Fiction,"Crime, Drama",110.056,8.487,27614,8500000,213928762,1,R,"John Travolta, Uma Thurman, Samuel L. Jackson",8.9,"2,248,204",8.9,92.0,95.0,1
256,tt0892791,Shrek Forever After,"Animation, Adventure, Comedy",109.99,6.379,7240,165000000,752600867,1,PG,"Mike Myers, Cameron Diaz, Eddie Murphy",6.3,"227,821",6.3,57.0,58.0,0
257,tt0389722,30 Days of Night,"Action, Horror, Thriller",109.956,6.422,2715,30000000,75505973,1,R,"Josh Hartnett, Melissa George, Danny Huston",6.6,"190,890",6.6,51.0,53.0,0
258,tt2872718,Nightcrawler,"Crime, Drama, Thriller",109.387,7.706,10611,8500000,50300000,1,R,"Jake Gyllenhaal, Rene Russo, Bill Paxton",7.8,"612,577",7.8,95.0,76.0,1
260,tt4425200,John Wick: Chapter 2,"Action, Crime, Thriller",108.649,7.3,12852,40000000,171539887,1,R,"Keanu Reeves, Riccardo Scamarcio, Ian McShane",7.4,"520,188",7.4,89.0,75.0,1
261,tt1228705,Iron Man 2,"Action, Sci-Fi",108.539,6.843,20755,200000000,623933331,1,PG-13,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow",6.9,"879,241",6.9,72.0,57.0,0
262,tt0499549,Avatar,"Action, Adventure, Fantasy",107.465,7.583,31240,237000000,2923706026,1,PG-13,"Sam Worthington, Zoe Saldana, Sigourney Weaver",7.9,"1,400,908",7.9,81.0,83.0,1
263,tt10648342,Thor: Love and Thunder,"Action, Adventure, Comedy",107.38,6.448,7404,250000000,760900000,1,PG-13,"Chris Hemsworth, Natalie Portman, Christian Bale",6.2,"411,455",6.2,63.0,57.0,0
265,tt6320628,Spider-Man: Far From Home,"Action, Adventure, Comedy",107.286,7.427,15444,160000000,1131927996,1,PG-13,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal",7.4,"568,981",7.4,91.0,69.0,1
266,tt0103644,Alien³,"Action, Horror, Sci-Fi",106.985,6.368,5525,50000000,159773545,1,R,"Sigourney Weaver, Charles S. Dutton, Charles Dance",6.4,"325,973",6.4,45.0,59.0,0
267,tt0382932,Ratatouille,"Animation, Adventure, Comedy",106.913,7.824,16809,150000000,623726000,1,G,"Brad Garrett, Lou Romano, Patton Oswalt",8.1,"840,939",8.1,96.0,96.0,1
268,tt2948356,Zootopia,"Animation, Action, Adventure",106.48,7.749,16078,150000000,1023784195,1,PG,"Ginnifer Goodwin, Jason Bateman, Idris Elba",8.0,"556,488",8.0,98.0,78.0,1
270,tt1446714,Prometheus,"Adventure, Mystery, Sci-Fi",105.824,6.563,12017,130000000,403354469,1,R,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender",7.0,"655,995",7.0,73.0,64.0,0
271,tt1119646,The Hangover,Comedy,105.372,7.322,16636,35000000,469310836,1,R,"Zach Galifianakis, Bradley Cooper, Justin Bartha",7.7,"858,337",7.7,79.0,73.0,1
272,tt12361974,Zack Snyder's Justice League,"Action, Adventure, Fantasy",104.782,8.148,9857,70000000,0,0,R,"Henry Cavill, Ben Affleck, Gal Gadot",7.9,"443,284",7.9,71.0,54.0,0
274,tt0903624,The Hobbit: An Unexpected Journey,"Adventure, Fantasy",104.513,7.357,18185,250000000,1021103568,1,PG-13,"Martin Freeman, Ian McKellen, Richard Armitage",7.8,"882,019",7.8,64.0,58.0,1
276,tt4633694,Spider-Man: Into the Spider-Verse,"Animation, Action, Adventure",103.924,8.401,15388,90000000,384298736,1,PG,"Shameik Moore, Jake Johnson, Hailee Steinfeld",8.4,"686,383",8.4,97.0,87.0,1
277,tt5537002,Killers of the Flower Moon,"Crime, Drama, History",103.806,7.5,3147,200000000,156922344,0,R,"Leonardo DiCaprio, Robert De Niro, Lily Gladstone",7.6,"256,143",7.6,93.0,89.0,0
278,tt1825683,Black Panther,"Action, Adventure, Sci-Fi",103.065,7.385,21977,200000000,1349926083,1,PG-13,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o",7.3,"847,080",7.3,96.0,88.0,1
282,tt1677720,Ready Player One,"Action, Adventure, Sci-Fi",102.533,7.6,15395,175000000,607274134,1,PG-13,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn",7.4,"496,080",7.4,72.0,64.0,1
283,tt0369610,Jurassic World,"Action, Adventure, Sci-Fi",102.503,6.7,20161,150000000,1671537444,1,PG-13,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins",6.9,"686,472",6.9,71.0,59.0,0
284,tt0455944,The Equalizer,"Action, Crime, Thriller",102.358,7.278,8881,55000000,192330738,1,R,"Denzel Washington, Marton Csokas, Chloë Grace Moretz",7.2,"429,079",7.2,61.0,57.0,1
285,tt4477536,Fifty Shades Freed,"Drama, Mystery, Romance",101.964,6.706,7905,55000000,368300000,1,R,"Dakota Johnson, Jamie Dornan, Eric Johnson",4.5,"75,551",4.5,11.0,31.0,0
286,tt1856101,Blade Runner 2049,"Action, Drama, Mystery",101.944,7.564,13428,150000000,259239658,1,R,"Harrison Ford, Ryan Gosling, Ana de Armas",8.0,"678,575",8.0,88.0,81.0,1
290,tt1375666,Inception,"Action, Adventure, Sci-Fi",101.247,8.368,36253,160000000,825532764,1,PG-13,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page",8.8,"2,581,982",8.8,87.0,74.0,1
291,tt0381707,White Chicks,"Comedy, Crime",101.082,6.955,3905,37000000,113100000,1,PG-13,"Marlon Wayans, Shawn Wayans, Busy Philipps",5.8,"167,607",5.8,15.0,41.0,0
292,tt7214954,Luck,"Animation, Adventure, Comedy",101.075,7.784,1668,0,0,0,G,"Eva Noblezada, Simon Pegg, Jane Fonda",6.4,"30,208",6.4,48.0,48.0,0
293,tt2103281,Dawn of the Planet of the Apes,"Action, Adventure, Drama",100.99,7.33,11247,170000000,710644566,1,PG-13,"Gary Oldman, Keri Russell, Andy Serkis",7.6,"489,303",7.6,91.0,79.0,1
294,tt0089927,Rocky IV,"Drama, Sport",100.62,7.09,4331,31000000,300500000,1,PG,"Sylvester Stallone, Talia Shire, Burt Young",6.9,"229,292",6.9,40.0,40.0,0
295,tt11145118,Creed III,"Action, Drama, Sport",100.243,7.123,2450,75000000,275300000,1,PG-13,"Michael B. Jordan, Tessa Thompson, Jonathan Majors",6.7,"95,684",6.7,88.0,73.0,0
296,tt0120363,Toy Story 2,"Animation, Adventure, Comedy",100.084,7.597,13669,90000000,497375381,1,G,"Tom Hanks, Tim Allen, Joan Cusack",7.9,"627,494",7.9,100.0,88.0,1
297,tt10403420,Terrifier 2,Horror,99.956,6.746,1727,250000,15702292,1,Not Rated,"Lauren LaVera, David Howard Thornton, Elliott Fullam",6.1,"49,329",6.1,86.0,59.0,0
300,tt6467266,Sing 2,"Animation, Adventure, Comedy",99.535,7.869,4303,85000000,406000000,1,PG,"Matthew McConaughey, Reese Witherspoon, Scarlett Johansson",7.3,"89,784",7.3,72.0,49.0,0
301,tt0367594,Charlie and the Chocolate Factory,"Adventure, Comedy, Family",99.531,7.051,14953,150000000,475000000,1,PG,"Johnny Depp, Freddie Highmore, David Kelly",6.7,"535,665",6.7,83.0,72.0,0
302,tt0071562,The Godfather Part II,"Crime, Drama",99.508,8.574,12251,13000000,102600000,1,R,"Al Pacino, Robert De Niro, Robert Duvall",9.0,"1,381,995",9.0,96.0,90.0,1
304,tt0266543,Finding Nemo,"Animation, Adventure, Comedy",99.316,7.821,19025,94000000,940335536,1,G,"Albert Brooks, Ellen DeGeneres, Alexander Gould",8.2,"1,124,773",8.2,99.0,90.0,1
305,tt2713180,Fury,"Action, Drama, War",99.182,7.534,11759,68000000,211817906,1,R,"Brad Pitt, Shia LaBeouf, Logan Lerman",7.6,"556,704",7.6,76.0,64.0,1
306,tt6644200,A Quiet Place,"Drama, Horror, Sci-Fi",99.012,7.404,13960,17000000,340955294,1,PG-13,"Emily Blunt, John Krasinski, Millicent Simmonds",7.5,"601,462",7.5,96.0,82.0,1
307,tt9114286,Black Panther: Wakanda Forever,"Action, Adventure, Drama",98.493,7.109,6351,250000000,859102154,1,PG-13,"Letitia Wright, Lupita Nyong'o, Danai Gurira",6.7,"312,749",6.7,84.0,67.0,0
308,tt8589698,Teenage Mutant Ninja Turtles: Mutant Mayhem,"Animation, Action, Adventure",98.367,7.25,1253,75000000,180513586,1,PG,"Micah Abbey, Shamon Brown Jr., Nicolas Cantu",7.2,"68,028",7.2,95.0,74.0,1
309,tt3896198,Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy",98.272,7.619,21333,200000000,863756051,1,PG-13,"Chris Pratt, Zoe Saldana, Dave Bautista",7.6,"768,933",7.6,85.0,67.0,1
310,tt0145487,Spider-Man,"Action, Adventure, Sci-Fi",98.131,7.3,18813,139000000,821708551,1,PG-13,"Tobey Maguire, Kirsten Dunst, Willem Dafoe",7.4,"893,007",7.4,90.0,73.0,1
311,tt0780521,The Princess and the Frog,"Animation, Adventure, Comedy",98.003,7.212,5501,105000000,270997378,1,G,"Anika Noni Rose, Keith David, Oprah Winfrey",7.2,"170,105",7.2,85.0,73.0,1
313,tt0097576,Indiana Jones and the Last Crusade,"Action, Adventure",97.921,7.8,9965,48000000,474171806,1,PG-13,"Harrison Ford, Sean Connery, Alison Doody",8.2,"817,923",8.2,84.0,65.0,1
314,tt0948470,The Amazing Spider-Man,"Action, Adventure, Sci-Fi",97.911,6.705,17154,215000000,757930663,1,PG-13,"Andrew Garfield, Emma Stone, Rhys Ifans",6.9,"711,221",6.9,71.0,66.0,0
316,tt0076759,Star Wars,"Action, Adventure, Fantasy",97.659,8.204,20380,11000000,775398007,1,PG,"Mark Hamill, Harrison Ford, Carrie Fisher",8.6,"1,465,046",8.6,93.0,90.0,1
317,tt1345836,The Dark Knight Rises,"Action, Drama, Thriller",97.015,7.782,22439,250000000,1081041287,1,PG-13,"Christian Bale, Tom Hardy, Anne Hathaway",8.4,"1,851,162",8.4,87.0,78.0,1
318,tt7160372,The Zone of Interest,"Drama, History, War",96.834,7.137,1566,15000000,48975567,1,PG-13,"Christian Friedel, Sandra Hüller, Johann Karthaus",7.4,"107,417",7.4,93.0,98.0,1
319,tt0120382,The Truman Show,"Comedy, Drama",96.62,8.143,18076,60000000,264100000,1,PG,"Jim Carrey, Ed Harris, Laura Linney",8.2,"1,220,352",8.2,94.0,90.0,1
321,tt0275847,Lilo & Stitch,"Animation, Adventure, Comedy",96.472,7.528,6096,80000000,273144151,1,PG,"Daveigh Chase, Chris Sanders, Tia Carrere",7.3,"215,499",7.3,87.0,74.0,1
322,tt0088247,The Terminator,"Action, Adventure, Sci-Fi",96.351,7.66,12921,6400000,78371200,1,R,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn",8.1,"934,780",8.1,100.0,84.0,1
323,tt6443346,Black Adam,"Action, Adventure, Fantasy",96.108,6.918,6151,200000000,393452111,1,PG-13,"Dwayne Johnson, Aldis Hodge, Pierce Brosnan",6.2,"279,247",6.2,39.0,41.0,0
325,tt3371366,Transformers: The Last Knight,"Action, Adventure, Sci-Fi",96.029,6.06,6081,217000000,605425157,1,PG-13,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel",5.2,"171,017",5.2,16.0,27.0,0
326,tt4520988,Frozen II,"Animation, Adventure, Comedy",95.84,7.3,9585,150000000,1453683476,1,PG,"Kristen Bell, Idina Menzel, Josh Gad",6.8,"198,566",6.8,77.0,64.0,0
327,tt0133093,The Matrix,"Action, Sci-Fi",95.767,8.218,25389,63000000,463517383,1,R,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss",8.7,"2,078,654",8.7,83.0,73.0,1
328,tt1727776,Scouts Guide to the Zombie Apocalypse,"Action, Comedy, Horror",95.058,6.5,1886,15000000,14900000,0,R,"Tye Sheridan, Logan Miller, Joey Morgan",6.3,"56,367",6.3,44.0,32.0,0
329,tt0099685,GoodFellas,"Biography, Crime, Drama",94.565,8.5,12691,25000000,46800000,1,R,"Robert De Niro, Ray Liotta, Joe Pesci",8.7,"1,276,096",8.7,95.0,92.0,1
330,tt1325004,The Twilight Saga: Eclipse,"Action, Adventure, Drama",94.491,6.205,8621,68000000,698491347,1,PG-13,"Kristen Stewart, Robert Pattinson, Taylor Lautner",5.1,"263,068",5.1,46.0,58.0,0
331,tt4873118,Guy Ritchie's The Covenant,"Action, Drama, Thriller",94.374,7.762,2397,55000000,20000000,0,R,"Jake Gyllenhaal, Dar Salim, Sean Sagar",7.5,"171,430",7.5,83.0,63.0,0
332,tt1386697,Suicide Squad,"Action, Adventure, Fantasy",94.252,5.918,20912,175000000,749200054,1,PG-13,"Will Smith, Jared Leto, Margot Robbie",5.9,"727,123",5.9,26.0,40.0,0
333,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Drama, Fantasy",94.178,6.198,8635,110000000,712171856,1,PG-13,"Kristen Stewart, Robert Pattinson, Taylor Lautner",4.9,"256,572",4.9,25.0,45.0,0
334,tt8332922,A Quiet Place Part II,"Drama, Horror, Sci-Fi",94.111,7.494,6382,61000000,297372261,1,PG-13,"Emily Blunt, Millicent Simmonds, Cillian Murphy",7.2,"285,895",7.2,91.0,71.0,1
335,tt3228774,Cruella,"Adventure, Comedy, Crime",94.033,8.012,9191,200000000,233503234,1,PG-13,"Emma Stone, Emma Thompson, Joel Fry",7.3,"270,812",7.3,75.0,59.0,1
336,tt0472043,Apocalypto,"Action, Adventure, Drama",94.005,7.582,5455,40000000,120654337,1,R,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández",7.8,"334,748",7.8,65.0,68.0,1
337,tt3450958,War for the Planet of the Apes,"Action, Adventure, Drama",93.718,7.206,8861,150000000,490719763,1,PG-13,"Andy Serkis, Woody Harrelson, Steve Zahn",7.4,"305,066",7.4,94.0,82.0,1
338,tt27419466,Moana,"Animation, Adventure, Comedy",93.622,0.0,0,0,0,0,PG,"Auli'i Cravalho, Dwayne Johnson, Rachel House",7.6,"388,286",7.6,95.0,81.0,0
339,tt3385516,X-Men: Apocalypse,"Action, Adventure, Sci-Fi",93.462,6.519,12805,178000000,543934787,1,PG-13,"James McAvoy, Michael Fassbender, Jennifer Lawrence",6.8,"468,570",6.8,47.0,52.0,0
342,tt2771200,Beauty and the Beast,"Animation, Family, Fantasy",92.817,6.97,15315,160000000,1266115964,1,G,"Paige O'Hara, Robby Benson, Jesse Corti",8.0,"483,375",8.0,93.0,95.0,1
344,tt6565702,Dark Phoenix,"Action, Adventure, Sci-Fi",92.501,6.0,6414,200000000,252442974,1,PG-13,"James McAvoy, Michael Fassbender, Jennifer Lawrence",5.7,"209,551",5.7,22.0,43.0,0
345,tt1981115,Thor: The Dark World,"Action, Adventure, Fantasy",92.488,6.526,17090,170000000,644783140,1,PG-13,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",6.8,"731,977",6.8,67.0,54.0,0
346,tt2637276,Ted 2,Comedy,92.277,6.306,7357,68000000,215863606,1,R,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried",6.3,"237,250",6.3,44.0,48.0,0
347,tt9271850,The Inheritance,Drama,92.163,6.2,36,14000000,0,0,Unrated,"Ulrich Thomsen, Lisa Werlinder, Ghita Nørby",7.2,"4,877",7.2,75.0,68.0,0
348,tt5814060,The Nun,"Horror, Mystery, Thriller",92.138,5.892,6569,22000000,366082797,1,R,"Demián Bichir, Taissa Farmiga, Jonas Bloquet",5.3,"173,759",5.3,24.0,46.0,0
349,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,"Action, Adventure, Fantasy",91.886,6.654,11811,230000000,795900000,1,PG-13,"Johnny Depp, Geoffrey Rush, Javier Bardem",6.5,"351,928",6.5,30.0,39.0,0
350,tt4126476,After,"Drama, Romance",91.768,7.128,8148,14000000,69500000,1,PG-13,"Josephine Langford, Hero Fiennes Tiffin, Khadijha Red Thunder",5.3,"67,670",5.3,18.0,30.0,0
351,tt0817177,Flipped,"Comedy, Drama, Romance",91.452,8.015,2915,14000000,1755212,0,PG,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay",7.7,"98,550",7.7,55.0,45.0,0
352,tt11762114,Mean Girls,Comedy,91.373,6.0,489,36000000,104573204,1,PG-13,"Lindsay Lohan, Jonathan Bennett, Rachel McAdams",7.1,"443,835",7.1,84.0,66.0,1
353,tt15325794,Fall,"Action, Thriller",91.351,7.194,3770,3000000,17363261,1,PG-13,"Grace Caroline Currey, Virginia Gardner, Mason Gooding",6.4,"109,555",6.4,79.0,62.0,0
354,tt0042332,Cinderella,"Adventure, Drama, Family",91.313,7.046,6604,2900000,263600000,1,PG,"Lily James, Cate Blanchett, Richard Madden",6.9,"192,578",6.9,84.0,67.0,0
355,tt2126355,San Andreas,"Action, Adventure, Thriller",91.206,6.245,8428,110000000,473990832,1,PG-13,"Dwayne Johnson, Carla Gugino, Alexandra Daddario",6.1,"260,092",6.1,49.0,43.0,0
356,tt6146586,John Wick: Chapter 3 - Parabellum,"Action, Crime, Thriller",91.146,7.448,10443,55000000,326709727,1,R,"Keanu Reeves, Halle Berry, Ian McShane",7.4,"434,251",7.4,89.0,73.0,1
357,tt0100405,Pretty Woman,"Comedy, Romance",91.088,7.467,8086,14000000,463406268,1,R,"Richard Gere, Julia Roberts, Jason Alexander",7.1,"370,408",7.1,65.0,51.0,1
358,tt0120762,Mulan,"Animation, Adventure, Comedy",90.784,7.91,9499,90000000,304320254,1,G,"Ming-Na Wen, Eddie Murphy, BD Wong",7.7,"321,251",7.7,86.0,71.0,1
359,tt13375076,The Pope's Exorcist,"Horror, Thriller",90.783,7.0,2613,18000000,76987621,1,R,"Russell Crowe, Daniel Zovatto, Alexandra Essoe",6.1,"87,353",6.1,50.0,45.0,0
360,tt11083552,Wrath of Man,"Action, Crime, Thriller",90.572,7.634,5163,40000000,103966489,1,R,"Jason Statham, Holt McCallany, Josh Hartnett",7.1,"212,922",7.1,67.0,57.0,1
361,tt1340138,Terminator Genisys,"Action, Adventure, Sci-Fi",90.475,5.9,8285,155000000,440603537,1,PG-13,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke",6.3,"294,982",6.3,26.0,38.0,0
363,tt5109280,Raya and the Last Dragon,"Animation, Action, Adventure",90.396,7.849,6701,100000000,130423032,1,PG,"Kelly Marie Tran, Awkwafina, Gemma Chan",7.3,"174,935",7.3,93.0,74.0,1
364,tt10362566,The Exorcism of God,"Drama, Horror",90.331,7.109,1041,1500000,0,0,R,"Hector Kotsifakis, Will Beinbrink, Oscar Flores",5.3,"5,349",5.3,57.0,41.0,0
365,tt0413267,Shrek the Third,"Animation, Adventure, Comedy",90.25,6.298,8864,160000000,813367380,1,PG,"Mike Myers, Cameron Diaz, Eddie Murphy",6.1,"336,794",6.1,42.0,58.0,0
366,tt0413300,Spider-Man 3,"Action, Adventure, Sci-Fi",90.247,6.429,13921,258000000,894983373,1,PG-13,"Tobey Maguire, Kirsten Dunst, Topher Grace",6.3,"646,237",6.3,63.0,59.0,0
367,tt1375670,Grown Ups,Comedy,90.128,6.385,5991,80000000,271430189,1,PG-13,"Adam Sandler, Salma Hayek, Kevin James",6.0,"282,572",6.0,10.0,30.0,0
369,tt2191701,Grown Ups 2,Comedy,89.872,6.138,4235,80000000,247022278,1,PG-13,"Adam Sandler, Kevin James, Chris Rock",5.4,"172,607",5.4,8.0,19.0,0
370,tt1454029,The Help,Drama,89.808,8.211,8138,25000000,216600000,1,PG-13,"Viola Davis, Emma Stone, Octavia Spencer",8.1,"498,075",8.1,76.0,62.0,1
372,tt0892769,How to Train Your Dragon,"Animation, Action, Adventure",89.76,7.829,12828,165000000,494879471,1,PG,"Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse",8.1,"812,185",8.1,99.0,75.0,1
373,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,"Adventure, Drama, Fantasy",89.671,6.461,8755,120000000,829747654,1,PG-13,"Kristen Stewart, Robert Pattinson, Taylor Lautner",5.5,"265,230",5.5,49.0,52.0,0
376,tt2975590,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi",88.886,5.971,17759,250000000,874362803,1,R,"Ben Affleck, Henry Cavill, Amy Adams",6.5,"757,718",6.5,29.0,44.0,0
377,tt0172495,Gladiator,"Action, Adventure, Drama",88.778,8.217,18211,103000000,465361176,1,R,"Russell Crowe, Joaquin Phoenix, Connie Nielsen",8.5,"1,649,562",8.5,80.0,67.0,1
378,tt0137523,Fight Club,Drama,88.746,8.438,29061,63000000,100853753,1,R,"Brad Pitt, Edward Norton, Meat Loaf",8.8,"2,358,619",8.8,80.0,67.0,1
380,tt13345606,Evil Dead Rise,Horror,88.569,6.963,2973,15000000,146700000,1,R,"Mirabai Pease, Richard Crouchley, Anna-Maree Thomas",6.5,"143,877",6.5,84.0,69.0,0
